Start (ms)	Stop (ms)	seq.pulse_length	Doppler PMT	PMT1_2(sum)	PMT1_2(0)	PMT1_2(1)	PMT1_2(2)	PMT1_2(3)	PMT1_2(4)	PMT1_2(5)	PMT1_2(6)	PMT1_2(7)	PMT1_2(8)	PMT1_2(9)	PMT1_2(10)	PMT1_2(11)	PMT1_2(12)	PMT1_2(13)	PMT1_2(14)	PMT1_2(15)	PMT1_2(16)	PMT1_2(17)	PMT1_2(18)	PMT1_2(19)	PMT1_2(20)	PMT1_2(21)	PMT1_2(22)	PMT1_2(23)	PMT1_2(24)	PMT1_2(25)	PMT1_2(26)	PMT1_2(27)	PMT1_2(28)	PMT1_2(29)	PMT1_2(30)	PMT1_2(31)	PMT1_2(32)	PMT1_2(33)	PMT1_2(34)	PMT1_2(35)	PMT1_2(36)	PMT1_2(37)	PMT1_2(38)	PMT1_2(39)	PMT1_2(40)	PMT1_2(41)	PMT1_2(42)	PMT1_2(43)	PMT1_2(44)	PMT1_2(45)	PMT1_2(46)	PMT1_2(47)	PMT1_2(48)	PMT1_2(49)	PMT1_2(50)	PMT1_2(51)	PMT1_2(52)	PMT1_2(53)	PMT1_2(54)	PMT1_2(55)	PMT1_2(56)	PMT1_2(57)	PMT1_2(58)	PMT1_2(59)	PMT1_2(60)	PMT1_2(61)	PMT1_2(62)	PMT1_2(63)	PMT1_2(64)	PMT1_2(65)	PMT1_2(66)	PMT1_2(67)	PMT1_2(68)	PMT1_2(69)	PMT1_2(70)	PMT1_2(71)	PMT1_2(72)	PMT1_2(73)	PMT1_2(74)	PMT1_2(75)	PMT1_2(76)	PMT1_2(77)	PMT1_2(78)	PMT1_2(79)	PMT1_2(80)	PMT1_2(81)	PMT1_2(82)	PMT1_2(83)	PMT1_2(84)	PMT1_2(85)	PMT1_2(86)	PMT1_2(87)	PMT1_2(88)	PMT1_2(89)	PMT1_2(90)	PMT1_2(91)	PMT1_2(92)	PMT1_2(93)	PMT1_2(94)	PMT1_2(95)	PMT1_2(96)	PMT1_2(97)	PMT1_2(98)	PMT1_2(99)
1,5378E+12	1,5378E+12	56.084.320	1	2210	46	9	13	40	9	31	3	42	7	35	44	43	35	51	68	47	35	4	9	46	38	8	12	8	7	42	14	9	7	48	7	44	4	33	6	5	44	35	3	14	45	11	5	10	4	30	36	7	10	30	7	9	38	9	46	42	35	9	35	8	7	42	7	9	44	39	6	38	34	7	31	8	7	3	6	31	34	57	2	38	42	4	8	42	14	6	9	14	8	8	46	4	5	41	8	11	9	40	4	6
1,5378E+12	1,5378E+12	56.686.730	1	2481	9	6	5	6	1	5	36	35	8	33	4	8	4	9	4	9	5	6	42	43	40	10	39	34	6	1	13	9	9	40	35	51	5	6	37	9	8	50	37	7	5	9	4	3	9	37	41	41	29	32	5	5	39	6	9	9	7	34	10	46	5	44	32	8	40	7	11	39	47	9	41	7	7	37	9	9	36	5	10	11	47	10	9	10	9	33	39	5	10	47	7	7	34	43	517	50	9	8	41	28
1,5378E+12	1,5378E+12	57.289.140	1	1703	31	9	3	5	5	6	36	44	32	9	7	5	11	13	6	6	6	16	12	37	13	7	3	6	10	5	31	38	5	13	40	10	7	10	6	11	34	9	6	9	14	4	32	8	33	8	8	7	46	1	35	42	4	46	6	8	37	31	8	6	12	11	7	27	7	20	19	18	24	15	21	26	21	7	30	8	47	40	11	8	4	7	13	5	6	9	9	10	35	7	38	9	39	37	39	9	7	41	9	35
1,5378E+12	1,5378E+12	57.891.550	1	1598	43	5	8	5	34	8	4	38	10	33	45	5	8	8	4	49	11	7	7	8	6	38	7	4	5	5	5	12	10	5	33	36	4	12	3	41	9	9	7	5	37	35	7	37	7	8	5	11	3	44	41	7	50	12	54	34	8	4	5	29	11	29	7	6	6	35	45	7	9	9	7	13	11	6	41	47	5	7	7	7	41	9	9	4	31	11	8	5	9	9	7	7	12	9	10	10	40	9	5	4
1,5378E+12	1,5378E+12	58.493.960	1	1542	5	10	38	10	44	10	2	34	46	3	45	10	32	37	1	3	49	7	35	8	40	9	3	6	35	8	10	5	4	37	6	7	5	7	9	37	11	10	5	35	3	36	6	36	38	29	10	10	6	8	6	6	8	6	10	8	10	3	15	30	29	6	51	5	5	6	5	7	6	11	10	8	8	32	40	8	41	8	8	6	7	28	8	30	6	15	3	32	4	7	6	9	30	9	7	6	6	12	11	4
1,5378E+12	1,5378E+12	59.096.370	1	1487	38	5	8	29	12	43	43	5	50	27	10	5	12	11	16	5	11	46	7	7	37	18	5	3	7	17	9	5	29	8	10	41	2	2	37	41	5	10	34	7	6	6	39	8	28	6	3	11	4	7	5	45	8	44	44	30	5	11	10	6	11	16	6	3	6	7	49	12	7	33	7	6	8	4	6	8	7	12	7	5	7	6	7	4	9	7	35	2	7	6	31	3	7	49	9	5	5	7	6	12
1,5378E+12	1,5378E+12	59.698.780	1	1829	27	8	5	5	7	7	45	9	36	8	36	39	5	39	4	11	7	38	7	5	9	4	10	15	8	12	10	11	31	7	5	8	11	7	7	7	46	7	3	11	42	33	34	29	48	10	44	6	41	8	29	51	11	7	8	8	8	4	8	41	7	38	10	4	11	7	6	8	8	37	47	11	10	7	44	38	10	39	5	5	15	8	39	10	10	6	47	37	7	34	10	11	8	37	45	36	12	37	10	11
1,5378E+12	1,5378E+12	60.301.190	1	1731	5	11	9	10	8	33	13	8	43	7	9	11	10	3	5	5	8	8	15	8	14	8	9	7	40	8	37	7	10	5	8	11	36	8	4	6	45	37	42	8	39	5	6	10	6	8	25	5	9	12	39	45	8	39	52	9	43	13	8	7	10	7	7	10	7	5	31	33	46	11	29	13	12	19	40	4	35	12	7	51	4	7	6	8	9	34	53	11	5	4	37	7	7	8	10	44	11	41	45	24
1,5378E+12	1,5378E+12	60.903.600	1	1753	12	7	7	9	11	11	7	49	13	6	43	7	39	7	5	16	41	9	9	39	40	44	41	39	9	9	9	7	10	41	10	7	36	30	6	7	66	8	6	7	42	5	10	12	7	4	45	13	10	10	41	12	10	34	7	13	9	28	9	8	7	11	5	3	3	6	10	69	9	2	9	8	37	4	47	3	6	7	15	7	40	8	6	7	28	32	41	50	12	5	11	45	11	4	5	9	11	6	38	8
1,5378E+12	1,5378E+12	61.506.010	1	2113	12	50	42	32	44	5	28	9	43	9	31	7	65	11	9	9	8	46	7	8	39	30	7	8	11	13	40	6	46	54	28	10	36	6	44	15	6	50	7	40	6	6	32	14	7	36	37	5	37	10	4	15	48	11	5	45	37	33	8	41	3	9	42	5	46	2	8	7	9	45	6	10	10	10	4	41	51	6	44	6	10	12	11	32	12	46	34	11	11	8	6	44	10	7	10	6	8	7	44	12
1,5378E+12	1,5378E+12	62.108.420	1	2145	40	46	7	16	50	45	46	9	39	9	30	5	41	29	12	48	11	35	9	11	31	6	12	5	7	46	44	5	10	9	6	8	8	39	4	35	4	9	49	8	5	34	46	8	42	56	7	41	11	13	9	7	47	43	10	9	2	3	6	12	5	42	40	8	5	12	11	7	41	44	12	4	8	8	8	14	7	36	27	5	34	42	6	7	43	6	36	10	30	36	39	8	7	35	43	45	30	4	41	5
1,5378E+12	1,5378E+12	62.710.830	1	2079	9	55	6	52	46	29	7	34	9	7	35	6	14	4	40	5	38	9	37	16	39	14	8	38	31	46	5	8	33	7	7	4	38	38	7	13	5	36	11	6	32	6	37	7	6	46	11	9	5	39	12	37	6	5	6	45	12	32	31	57	10	34	5	46	6	10	42	11	11	7	10	4	55	40	40	38	3	8	6	9	7	41	9	50	14	3	26	6	9	8	35	4	42	41	8	5	7	37	31	8
1,5378E+12	1,5378E+12	63.313.240	1	2180	4	8	7	43	5	32	4	9	9	4	48	11	48	5	8	7	12	5	50	11	11	9	10	11	44	35	9	7	6	7	12	24	7	41	41	41	8	11	11	12	6	8	38	11	6	9	44	37	7	5	4	41	8	16	9	52	49	43	37	42	8	32	36	5	8	11	8	6	9	28	38	47	9	46	39	48	27	39	34	12	5	46	35	38	47	39	11	35	43	31	7	36	9	47	33	9	4	8	40	8
1,5378E+12	1,5378E+12	63.915.650	1	2198	7	5	29	8	48	45	48	36	45	54	10	9	35	10	41	40	8	7	6	34	4	45	36	7	35	6	8	38	6	7	11	23	45	3	42	3	45	39	9	31	39	3	12	50	38	9	36	12	7	43	6	3	37	7	11	38	42	51	5	36	38	7	12	13	8	40	7	39	46	38	36	7	39	5	5	4	7	6	12	39	8	45	36	14	4	8	39	7	4	49	7	6	8	8	29	8	3	14	6	34
1,5378E+12	1,5378E+12	64.518.060	1	2112	39	13	6	7	8	38	43	8	7	42	41	12	4	9	39	8	9	33	41	47	52	8	32	51	2	7	38	8	4	38	11	5	8	8	34	6	6	38	4	11	5	31	8	4	10	9	46	39	3	41	38	6	4	11	7	37	10	7	6	10	49	8	28	45	6	5	42	29	4	23	36	7	5	46	7	30	50	12	43	11	34	8	7	43	9	8	9	41	11	50	4	45	9	6	41	48	50	9	32	5
1,5378E+12	1,5378E+12	65.120.470	1	2404	35	45	38	33	43	41	9	40	5	36	3	42	45	9	41	7	41	9	39	14	39	45	38	6	46	36	39	34	39	39	43	38	9	34	36	4	46	39	43	26	39	7	38	4	12	35	8	35	50	8	11	8	7	45	38	9	11	29	11	27	38	5	9	12	40	44	7	5	6	10	8	10	46	8	34	7	41	12	7	12	7	3	12	7	6	43	38	7	9	46	45	12	3	7	38	9	38	12	8	7
1,5378E+12	1,5378E+12	65.722.880	1	2879	5	33	32	42	6	8	7	39	38	47	12	9	6	43	38	36	36	52	8	52	39	34	48	36	29	33	6	45	6	7	43	8	8	11	9	39	7	30	47	4	38	40	11	8	6	9	41	46	30	35	38	44	4	11	55	46	41	9	167	17	34	37	7	54	7	4	48	10	10	47	42	44	34	61	37	8	38	8	38	35	44	37	5	41	39	25	9	48	21	53	13	5	34	37	5	41	8	29	41	7
1,5378E+12	1,5378E+12	66.325.290	1	3142	42	39	9	32	38	46	12	41	9	44	41	36	38	7	27	43	36	37	41	32	34	15	36	4	47	37	44	41	8	40	36	39	37	9	39	35	51	40	42	8	43	42	14	5	40	44	31	5	30	38	16	42	7	44	38	34	39	9	32	35	30	43	38	31	46	36	42	6	32	40	41	40	8	35	39	8	35	40	44	40	5	44	26	57	40	39	6	46	42	7	49	6	9	5	41	30	38	44	8	46
1,5378E+12	1,5378E+12	66.927.700	1	2623	15	10	5	29	6	9	37	3	9	44	34	9	3	8	42	11	9	45	35	36	31	34	11	4	7	30	45	42	11	48	50	11	8	36	8	6	7	34	33	38	25	27	46	9	40	39	10	8	36	8	39	44	38	34	43	35	39	8	7	10	47	48	13	69	34	42	43	43	32	10	3	7	37	5	12	48	7	38	33	41	5	42	10	7	44	36	4	29	12	46	31	45	40	44	34	41	45	11	39	8
1,5378E+12	1,5378E+12	67.530.110	1	2951	11	33	39	6	28	9	7	42	36	38	8	45	9	6	55	41	10	34	10	43	50	26	12	37	7	54	12	12	45	38	9	31	7	51	28	46	10	9	39	6	32	44	44	37	37	41	4	40	34	33	8	10	11	35	40	37	38	9	35	51	6	31	46	43	10	42	7	45	54	40	43	10	51	33	43	36	45	41	38	21	41	9	36	8	35	6	40	10	37	33	38	73	43	33	3	9	45	15	49	44
1,5378E+12	1,5378E+12	68.132.520	1	3245	36	11	9	39	44	38	35	43	55	39	43	38	31	5	35	46	9	33	44	6	15	30	42	44	44	4	29	49	9	40	36	33	12	8	7	11	10	9	36	8	38	33	49	11	42	10	48	12	39	47	41	43	49	6	35	9	32	291	48	32	42	9	36	15	30	40	20	46	9	26	9	42	42	12	7	38	41	28	29	45	42	37	51	10	8	4	45	30	40	33	36	35	13	37	44	35	42	39	36	32
1,5378E+12	1,5378E+12	68.734.930	1	3534	37	47	49	38	42	11	41	57	36	44	50	5	44	14	33	39	47	54	34	30	32	35	48	38	45	47	41	9	31	33	37	52	10	8	43	25	37	47	35	46	7	27	43	35	34	37	42	9	57	293	3	45	31	31	8	34	43	30	9	37	10	12	39	41	37	10	6	43	8	47	12	35	41	42	53	32	38	42	38	8	41	35	35	35	10	37	34	8	44	42	10	12	43	45	37	43	43	40	9	31
1,5378E+12	1,5378E+12	69.337.340	1	2984	34	43	6	32	49	43	10	2	6	33	2	26	40	31	47	4	36	36	38	32	42	4	42	49	42	15	33	8	36	9	40	58	42	36	36	31	44	43	3	40	37	31	44	40	42	36	33	6	32	33	4	37	32	8	46	32	34	49	9	47	36	27	37	32	33	5	46	34	34	34	39	39	43	29	38	35	41	45	42	33	11	29	47	6	45	6	11	13	44	41	6	6	7	38	10	6	45	29	38	9
1,5378E+12	1,5378E+12	69.939.750	1	2856	38	2	7	42	52	36	30	24	7	35	39	38	12	9	9	10	41	41	38	40	44	6	32	35	41	44	39	7	43	41	48	6	5	38	46	49	40	9	39	5	43	45	39	12	8	11	10	8	41	34	8	9	46	10	9	37	45	36	8	36	10	7	31	3	24	10	8	36	46	30	42	8	6	31	11	12	36	44	39	35	37	41	8	43	38	36	43	37	38	38	35	33	48	44	10	37	40	47	41	31
1,5378E+12	1,5378E+12	70.542.160	1	2604	28	45	12	11	12	50	36	7	6	49	42	8	13	39	42	7	28	34	37	47	11	12	46	44	9	28	30	43	11	6	35	7	3	11	44	33	42	12	8	37	7	8	33	37	33	39	41	9	11	39	35	40	43	39	38	28	32	39	40	40	38	9	42	36	7	9	5	9	41	7	34	41	38	4	49	7	40	8	37	45	38	7	36	12	4	9	8	14	5	54	10	14	40	8	38	9	46	42	39	9
1,5378E+12	1,5378E+12	71.144.570	1	2657	10	98	40	36	40	43	28	5	53	6	174	14	31	8	43	36	34	38	41	40	6	7	9	45	33	9	14	10	8	9	5	38	40	35	42	6	31	33	39	42	4	39	6	29	4	8	40	9	43	53	8	42	7	46	44	36	9	40	9	7	6	4	29	15	8	40	49	51	11	7	7	13	37	7	11	13	6	41	8	45	7	6	41	8	33	6	5	43	38	46	8	7	10	34	12	7	44	40	37	55
1,5378E+12	1,5378E+12	71.746.980	1	2489	30	14	13	44	38	6	40	9	38	37	11	42	29	45	6	43	10	41	16	27	10	8	52	7	12	35	55	5	10	3	43	32	43	6	11	39	10	8	44	42	43	41	5	37	6	9	36	34	7	53	52	10	38	40	11	12	39	5	8	32	10	8	31	9	11	5	10	34	3	50	3	44	9	30	41	36	6	42	11	17	5	45	38	55	39	68	6	53	50	7	7	12	4	44	40	10	13	4	9	38
1,5378E+12	1,5378E+12	72.349.390	1	2915	47	9	7	55	8	41	39	12	7	6	49	9	34	8	35	48	33	12	10	49	7	7	48	12	5	31	25	37	39	44	30	40	13	37	48	34	4	33	10	14	6	10	7	43	10	8	8	44	41	34	290	40	8	7	38	43	41	42	12	12	11	11	36	33	8	40	62	34	32	43	12	34	44	34	44	40	8	42	34	33	6	45	7	46	38	6	11	41	8	44	24	38	11	14	12	13	44	7	41	44
1,5378E+12	1,5378E+12	72.951.800	1	2263	75	10	45	9	42	5	35	27	15	9	9	37	34	10	6	36	5	14	39	45	45	12	42	37	29	28	38	40	6	7	46	8	8	43	13	10	32	11	10	37	7	4	6	8	25	10	11	14	5	7	42	57	45	14	38	7	9	7	27	9	42	32	8	5	43	3	41	47	8	9	10	41	9	7	27	10	10	7	5	33	39	37	6	7	6	41	6	36	51	5	38	8	48	36	18	10	31	39	6	37
1,5378E+12	1,5378E+12	73.554.210	1	2007	35	44	41	9	38	6	10	8	8	7	7	28	9	29	5	13	30	9	9	48	7	9	3	11	32	37	49	39	38	42	41	11	48	39	41	45	12	6	36	10	44	48	37	36	13	8	31	12	41	7	7	7	38	7	7	31	11	7	46	5	28	12	12	10	4	5	5	12	33	5	46	39	8	6	8	4	33	30	44	6	38	8	8	13	5	35	6	7	8	12	9	28	4	7	5	7	15	11	29	10
1,5378E+12	1,5378E+12	74.156.620	1	2136	6	46	39	36	34	44	30	13	47	7	8	5	4	6	6	7	10	36	63	7	12	44	6	4	4	13	5	44	12	4	9	38	10	45	8	41	44	24	30	7	13	42	50	42	3	6	5	32	6	6	41	37	40	42	39	36	9	32	13	6	42	7	5	7	41	2	25	37	45	9	10	11	10	12	7	6	2	50	11	6	51	6	9	8	36	8	7	45	41	34	41	6	8	8	33	36	7	4	10	35
1,5378E+12	1,5378E+12	74.759.030	1	2126	9	38	10	9	48	45	38	3	8	7	12	5	11	38	9	10	7	45	38	11	38	6	8	12	8	33	42	6	9	5	10	8	10	47	32	9	13	45	51	35	5	39	11	45	49	15	50	11	8	8	41	11	12	13	38	48	7	47	11	29	6	39	17	7	10	11	7	10	41	10	6	12	36	8	5	42	31	22	7	56	12	44	8	2	42	7	4	4	8	7	52	13	44	6	42	39	7	37	32	7
1,5378E+12	1,5378E+12	75.361.440	1	1878	43	11	31	39	10	5	9	12	9	24	10	34	7	7	9	18	44	11	4	7	5	9	10	9	44	10	8	11	10	46	36	13	44	27	5	10	39	5	6	9	4	9	8	9	4	39	30	49	9	40	2	9	15	8	6	36	9	8	40	41	11	6	6	10	44	6	31	10	8	7	11	10	7	11	5	15	9	31	31	36	33	34	3	4	44	52	6	7	14	44	33	5	24	32	36	32	5	9	43	38
1,5378E+12	1,5378E+12	75.963.850	1	2125	40	7	10	23	7	40	7	41	6	6	8	8	8	8	44	7	12	40	9	8	37	12	9	4	7	9	7	5	6	10	32	6	37	6	38	8	10	29	9	43	5	45	51	45	6	43	10	9	46	10	5	12	41	8	38	33	33	18	40	44	34	46	9	12	6	7	46	10	46	41	40	14	7	13	10	41	39	6	7	12	35	10	45	5	5	11	50	44	12	7	11	9	39	46	15	44	32	11	6	37
1,5378E+12	1,5378E+12	76.566.260	1	2126	48	7	11	36	10	45	11	26	9	48	9	7	9	8	40	34	45	12	40	11	7	12	26	38	4	42	8	9	8	7	9	36	7	49	38	5	7	6	35	4	11	8	38	10	7	7	8	9	7	4	22	6	35	34	8	35	44	12	41	10	12	29	48	7	30	7	32	11	40	22	13	42	46	5	58	48	11	47	30	38	10	43	38	35	6	6	11	8	7	56	6	12	36	10	10	42	7	9	13	6
1,5378E+12	1,5378E+12	77.168.670	1	1991	11	34	7	38	10	8	49	39	36	8	37	9	7	37	7	5	6	7	28	9	46	11	8	3	46	11	8	7	49	6	42	5	15	34	8	8	6	7	9	10	6	17	44	5	39	46	7	5	36	7	6	8	35	36	42	12	11	7	10	15	8	7	42	8	7	48	43	5	7	7	30	34	9	46	10	6	13	9	6	38	41	42	13	48	12	9	9	7	36	38	2	56	10	17	38	31	6	48	12	8
1,5378E+12	1,5378E+12	77.771.080	1	1897	5	46	9	8	5	38	40	9	10	12	9	6	7	10	12	28	13	35	44	42	36	8	41	39	3	9	10	10	35	6	12	34	5	15	9	8	45	41	9	38	9	38	36	32	38	11	4	8	5	4	32	12	34	8	8	12	13	10	41	9	7	7	7	8	9	10	7	4	30	8	7	41	45	11	4	6	8	5	40	8	6	40	9	5	4	64	46	48	35	32	45	39	7	9	7	34	11	5	6	8
1,5378E+12	1,5378E+12	78.373.490	1	2276	46	10	37	42	9	10	8	11	9	10	10	13	8	41	3	6	6	12	6	40	6	41	10	49	4	7	8	44	10	49	40	35	43	3	11	33	9	7	12	11	44	57	10	15	37	9	6	10	39	34	6	40	37	6	17	38	13	35	8	43	51	51	11	5	39	8	9	50	8	41	10	11	43	7	264	15	12	6	15	33	12	6	9	30	8	43	40	39	14	8	8	7	5	4	12	35	10	12	5	7
1,5378E+12	1,5378E+12	78.975.900	1	1779	8	48	8	6	5	47	40	9	41	7	39	11	11	28	14	11	8	10	12	8	40	9	4	8	4	13	9	33	7	10	11	10	10	41	13	8	10	6	11	35	10	32	8	33	12	28	7	47	6	12	12	44	43	7	48	3	33	17	14	12	10	38	8	11	8	7	5	8	31	9	46	10	10	8	6	7	9	3	30	7	39	11	7	5	46	12	47	5	10	8	46	7	26	8	37	37	12	5	9	40
1,5378E+12	1,5378E+12	79.578.310	1	2028	44	46	3	7	6	32	38	11	37	41	7	4	47	39	10	47	107	5	11	5	3	6	56	37	10	3	38	44	6	7	11	9	11	10	4	9	11	14	11	12	7	12	9	9	33	37	27	10	47	37	8	14	11	42	4	8	6	34	14	33	8	47	3	39	43	5	50	8	34	7	7	10	30	15	33	38	9	9	11	45	7	50	10	41	8	9	11	12	8	9	12	6	8	10	48	12	33	7	9	6
1,5378E+12	1,5378E+12	80.180.720	1	2160	6	43	6	7	9	8	39	50	51	49	3	7	10	37	40	6	3	8	13	6	50	7	38	7	8	40	9	4	10	6	11	41	31	49	38	6	5	3	10	10	5	7	5	9	10	42	42	42	46	4	7	12	52	8	7	33	47	33	7	11	31	54	30	43	16	5	36	9	9	12	8	41	49	32	62	5	38	8	7	3	12	6	39	12	33	28	8	39	43	11	34	40	35	2	11	11	7	6	36	36
1,5378E+12	1,5378E+12	80.783.130	1	2676	11	35	44	7	10	47	6	35	48	8	548	29	10	10	44	40	16	47	8	6	33	6	9	9	44	6	43	7	8	37	44	7	4	6	7	9	42	11	8	41	37	7	8	10	45	42	3	5	9	6	7	55	6	9	33	7	5	11	37	34	5	44	6	8	41	45	7	45	63	8	30	38	13	4	9	12	12	13	9	32	38	6	33	34	7	8	6	49	10	6	41	37	38	11	34	12	47	9	6	34
1,5378E+12	1,5378E+12	81.385.540	1	2638	50	10	9	41	9	40	13	133	8	48	48	31	11	34	10	42	43	4	12	7	46	43	5	5	48	32	4	5	42	10	44	7	41	3	4	7	9	48	7	45	39	6	41	10	39	42	37	11	25	36	36	5	37	46	5	3	41	32	52	2	53	46	40	9	32	47	6	6	11	7	61	4	12	7	43	40	51	6	9	9	8	49	39	24	30	9	6	29	36	8	41	8	32	48	6	33	42	5	35	48
1,5378E+12	1,5378E+12	81.987.950	1	3086	4	45	36	39	6	46	45	35	45	34	50	6	47	7	43	8	10	12	48	38	54	48	50	59	44	7	37	29	7	6	37	36	28	47	31	45	45	48	10	10	42	5	41	37	11	41	33	33	6	30	39	6	65	11	49	8	35	36	40	32	45	4	40	30	33	46	39	42	30	6	5	32	44	6	32	37	13	34	39	50	33	12	38	47	12	40	44	41	43	8	45	8	49	34	8	49	36	38	6	6
1,5378E+12	1,5378E+12	82.590.360	1	2891	45	35	43	5	12	45	42	9	29	37	5	6	47	7	36	9	40	44	46	36	40	6	36	38	33	43	42	43	4	44	6	8	35	7	45	43	11	43	50	37	8	38	41	33	51	43	50	5	46	46	10	11	34	48	27	43	42	12	8	8	37	43	33	41	36	34	36	36	9	34	29	8	32	11	9	7	31	6	5	8	36	8	41	31	41	49	37	39	36	45	9	39	49	38	6	11	45	33	7	10
1,5378E+12	1,5378E+12	83.192.770	1	3201	45	6	48	40	37	4	6	16	43	31	46	43	37	39	42	40	36	41	39	11	29	28	69	67	5	41	40	42	8	10	44	11	29	42	42	47	33	11	43	8	27	29	10	38	39	9	8	37	35	8	36	52	63	49	47	7	6	2	30	50	12	39	35	46	12	31	46	4	38	43	50	27	48	42	36	40	40	37	30	33	49	37	40	38	5	34	50	44	12	42	8	8	29	48	38	8	44	52	8	37
1,5378E+12	1,5378E+12	83.795.180	1	2850	9	8	39	40	49	40	46	10	29	14	34	39	43	38	12	46	7	51	5	40	3	12	6	40	47	32	34	38	11	40	7	13	33	37	34	31	6	40	31	42	7	37	14	39	11	33	37	4	8	35	48	36	35	51	35	34	6	47	10	37	29	7	35	44	43	47	33	48	8	44	41	11	46	44	9	7	8	10	42	44	9	33	33	35	39	34	8	46	12	38	33	30	42	41	36	25	4	38	3	11
1,5378E+12	1,5378E+12	84.397.590	1	2774	31	40	40	10	44	4	5	38	48	39	6	40	7	34	11	32	6	8	55	43	10	44	39	8	7	41	43	10	35	12	47	34	44	45	37	11	7	13	34	43	44	6	33	9	10	5	40	47	8	35	43	9	69	35	36	36	41	42	10	33	37	41	43	42	32	33	10	30	29	36	11	37	45	43	36	4	33	29	13	6	8	38	37	27	6	43	12	3	46	36	47	46	7	30	5	12	5	29	42	9
1,5378E+12	1,5378E+12	85.000.000	1	2726	45	52	44	34	42	41	10	9	38	40	9	48	45	13	7	33	9	10	16	40	53	31	23	11	35	38	14	6	9	32	11	39	9	39	42	11	51	42	37	29	33	37	37	5	12	11	44	46	36	4	8	13	44	9	32	33	42	36	17	44	7	8	6	29	33	33	11	32	42	36	8	32	10	37	4	7	7	12	43	43	48	37	31	46	35	35	44	10	7	32	13	33	43	33	41	42	46	6	6	8
